CDS;RF;TABELA_LOCAL;VIEW;STATUS
ZS4_VCI_MSSQ;RS_S4H_PUB_002;S4H_TB_MSSQ;S4H_VW_MSSQ_R;
ZS4_VCI_MVER;RS_S4H_PUB_002;S4H_TB_MVER;S4H_VW_MVER_R;
ZS4_VCI_NAST;RS_S4H_PUB_002;S4H_TB_NAST;S4H_VW_NAST_R;
ZS4_VCI_OBJK;RS_S4H_PUB_002;S4H_TB_OBJK;S4H_VW_OBJK_R;
ZS4_VCI_OIC_KONV;RS_S4H_PUB_002;S4H_TB_OIC_KONV;S4H_VW_OIC_KONV_R;
ZS4_VCI_OICQ7;RS_S4H_PUB_002;S4H_TB_OICQ7;S4H_VW_OICQ7_R;
ZS4_VCI_OICQ8;RS_S4H_PUB_002;S4H_TB_OICQ8;S4H_VW_OICQ8_R;
ZS4_VCI_OICQ9;RS_S4H_PUB_002;S4H_TB_OICQ9;S4H_VW_OICQ9_R;
ZS4_VCI_OICQCT;RS_S4H_PUB_002;S4H_TB_OICQCT;S4H_VW_OICQCT_R;
ZS4_VCI_OICQP;RS_S4H_PUB_002;S4H_TB_OICQP;S4H_VW_OICQP_R;
ZS4_VCI_OIGV;RS_S4H_PUB_002;S4H_TB_OIGV;S4H_VW_OIGV_R;
ZS4_VCI_OIGVT;RS_S4H_PUB_002;S4H_TB_OIGVT;S4H_VW_OIGVT_R;
ZS4_VCI_OIJ_EL_DOC_FLOW;RS_S4H_PUB_002;S4H_TB_OIJ_EL_DOC_FLOW;S4H_VW_OIJ_EL_DOC_FLOW_R;
ZS4_VCI_OIJ_EL_DOC_MOT;RS_S4H_PUB_002;S4H_TB_OIJ_EL_DOC_MOT;S4H_VW_OIJ_EL_DOC_MOT_R;
ZS4_VCI_OIJ_EL_LAYT_INF;RS_S4H_PUB_002;S4H_TB_OIJ_EL_LAYT_INF;S4H_VW_OIJ_EL_LAYT_INF_R;
ZS4_VCI_OIJ_EL_TICKET_H;RS_S4H_PUB_002;S4H_TB_OIJ_EL_TICKET_H;S4H_VW_OIJ_EL_TICKET_H_R;
ZS4_VCI_OIJ_EL_TICKET_I;RS_S4H_PUB_002;S4H_TB_OIJ_EL_TICKET_I;S4H_VW_OIJ_EL_TICKET_I_R;
ZS4_VCI_OIJLOC;RS_S4H_PUB_002;S4H_TB_OIJLOC;S4H_VW_OIJLOC_R;
ZS4_VCI_OIJNE;RS_S4H_PUB_002;S4H_TB_OIJNE;S4H_VW_OIJNE_R;
ZS4_VCI_OIJNOMH;RS_S4H_PUB_002;S4H_TB_OIJNOMH;S4H_VW_OIJNOMH_R;
ZS4_VCI_OIJNOMI;RS_S4H_PUB_002;S4H_TB_OIJNOMI;S4H_VW_OIJNOMI_R;
ZS4_VCI_ONR00;RS_S4H_PUB_002;S4H_TB_ONR00;S4H_VW_ONR00_R;
ZS4_VCI_OPROL;RS_S4H_PUB_002;S4H_TB_OPROL;S4H_VW_OPROL_R;
ZS4_VCI_ORDER_HDR;RS_S4H_PUB_002;S4H_TB_ORDER_HDR;S4H_VW_ORDER_HDR_R;
ZS4_VCI_ORDER_MSG;RS_S4H_PUB_002;S4H_TB_ORDER_MSG;S4H_VW_ORDER_MSG_R;
ZS4_VCI_PA0000;RS_S4H_PUB_002;S4H_TB_PA0000;S4H_VW_PA0000_R;
ZS4_VCI_PA0001;RS_S4H_PUB_002;S4H_TB_PA0001;S4H_VW_PA0001_R;
ZS4_VCI_PA0002;RS_S4H_PUB_002;S4H_TB_PA0002;S4H_VW_PA0002_R;
ZS4_VCI_PA0105;RS_S4H_PUB_002;S4H_TB_PA0105;S4H_VW_PA0105_R;
ZS4_VCI_PA0465;RS_S4H_PUB_002;S4H_TB_PA0465;S4H_VW_PA0465_R;
ZS4_VCI_PLAB;RS_S4H_PUB_002;S4H_TB_PLAB;S4H_VW_PLAB_R;
ZS4_VCI_PLAF;RS_S4H_PUB_002;S4H_TB_PLAF;S4H_VW_PLAF_R;
ZS4_VCI_PLAS;RS_S4H_PUB_002;S4H_TB_PLAS;S4H_VW_PLAS_R;
ZS4_VCI_PLFH;RS_S4H_PUB_002;S4H_TB_PLFH;S4H_VW_PLFH_R;
ZS4_VCI_PLKO;RS_S4H_PUB_002;S4H_TB_PLKO;S4H_VW_PLKO_R;
ZS4_VCI_PLMK;RS_S4H_PUB_002;S4H_TB_PLMK;S4H_VW_PLMK_R;
ZS4_VCI_PLMZ;RS_S4H_PUB_002;S4H_TB_PLMZ;S4H_VW_PLMZ_R;
ZS4_VCI_PLPO;RS_S4H_PUB_002;S4H_TB_PLPO;S4H_VW_PLPO_R;
ZS4_VCI_PLWP;RS_S4H_PUB_002;S4H_TB_PLWP;S4H_VW_PLWP_R;
ZS4_VCI_PMCO;RS_S4H_PUB_002;S4H_TB_PMCO;S4H_VW_PMCO_R;
ZS4_VCI_PMCO_OP;RS_S4H_PUB_002;S4H_TB_PMCO_OP;S4H_VW_PMCO_OP_R;
ZS4_VCI_PMCO2;RS_S4H_PUB_002;S4H_TB_PMCO2;S4H_VW_PMCO2_R;
ZS4_VCI_PMCOQT;RS_S4H_PUB_002;S4H_TB_PMCOQT;S4H_VW_PMCOQT_R;
ZS4_VCI_PMCOQT_OP;RS_S4H_PUB_002;S4H_TB_PMCOQT_OP;S4H_VW_PMCOQT_OP_R;
ZS4_VCI_PREXT;RS_S4H_PUB_002;S4H_TB_PREXT;S4H_VW_PREXT_R;
ZS4_VCI_PROGROUP_KPIP84;RS_S4H_PUB_002;S4H_TB_PROGROUP_KPIP84;S4H_VW_PROGROUP_KPIP84_R;
ZS4_VCI_PROGROUP_KPIP87;RS_S4H_PUB_002;S4H_TB_PROGROUP_KPIP87;S4H_VW_PROGROUP_KPIP87_R;
ZS4_VCI_PROGROUP_KPIP88;RS_S4H_PUB_002;S4H_TB_PROGROUP_KPIP88;S4H_VW_PROGROUP_KPIP88_R;
ZS4_VCI_PROGROUP_KPIP89;RS_S4H_PUB_002;S4H_TB_PROGROUP_KPIP89;S4H_VW_PROGROUP_KPIP89_R;
ZS4_VCI_PROGROUP_KPIP96;RS_S4H_PUB_002;S4H_TB_PROGROUP_KPIP96;S4H_VW_PROGROUP_KPIP96_R;
ZS4_VCI_PROGROUP_KPIP98;RS_S4H_PUB_002;S4H_TB_PROGROUP_KPIP98;S4H_VW_PROGROUP_KPIP98_R;
ZS4_VCI_PROJ;RS_S4H_PUB_002;S4H_TB_PROJ;S4H_VW_PROJ_R;
ZS4_VCI_PRPS;RS_S4H_PUB_002;S4H_TB_PRPS;S4H_VW_PRPS_R;
ZS4_VCI_PRTE;RS_S4H_PUB_002;S4H_TB_PRTE;S4H_VW_PRTE_R;
ZS4_VCI_PTRV_HEAD;RS_S4H_PUB_002;S4H_TB_PTRV_HEAD;S4H_VW_PTRV_HEAD_R;
ZS4_VCI_PTRV_PERIO;RS_S4H_PUB_002;S4H_TB_PTRV_PERIO;S4H_VW_PTRV_PERIO_R;
ZS4_VCI_PTRV_SADD;RS_S4H_PUB_002;S4H_TB_PTRV_SADD;S4H_VW_PTRV_SADD_R;
ZS4_VCI_PTRV_SCOS;RS_S4H_PUB_002;S4H_TB_PTRV_SCOS;S4H_VW_PTRV_SCOS_R;
ZS4_VCI_PTRV_SHDR;RS_S4H_PUB_002;S4H_TB_PTRV_SHDR;S4H_VW_PTRV_SHDR_R;
ZS4_VCI_PTRV_SREC;RS_S4H_PUB_002;S4H_TB_PTRV_SREC;S4H_VW_PTRV_SREC_R;
ZS4_VCI_QAKL;RS_S4H_PUB_002;S4H_TB_QAKL;S4H_VW_QAKL_R;
ZS4_VCI_QALS;RS_S4H_PUB_002;S4H_TB_QALS;S4H_VW_QALS_R;
ZS4_VCI_QAMR;RS_S4H_PUB_002;S4H_TB_QAMR;S4H_VW_QAMR_R;
ZS4_VCI_QAMV;RS_S4H_PUB_002;S4H_TB_QAMV;S4H_VW_QAMV_R;
ZS4_VCI_QAPP;RS_S4H_PUB_002;S4H_TB_QAPP;S4H_VW_QAPP_R;
ZS4_VCI_QASE;RS_S4H_PUB_002;S4H_TB_QASE;S4H_VW_QASE_R;
ZS4_VCI_QAVE;RS_S4H_PUB_002;S4H_TB_QAVE;S4H_VW_QAVE_R;
ZS4_VCI_QBEW;RS_S4H_PUB_002;S4H_TB_QBEW;S4H_VW_QBEW_R;
ZS4_VCI_QMAT;RS_S4H_PUB_002;S4H_TB_QMAT;S4H_VW_QMAT_R;
ZS4_VCI_QMEL;RS_S4H_PUB_002;S4H_TB_QMEL;S4H_VW_QMEL_R;
ZS4_VCI_QMFE;RS_S4H_PUB_002;S4H_TB_QMFE;S4H_VW_QMFE_R;
ZS4_VCI_QMIH;RS_S4H_PUB_002;S4H_TB_QMIH;S4H_VW_QMIH_R;
ZS4_VCI_QMMA;RS_S4H_PUB_002;S4H_TB_QMMA;S4H_VW_QMMA_R;
ZS4_VCI_QMSM;RS_S4H_PUB_002;S4H_TB_QMSM;S4H_VW_QMSM_R;
ZS4_VCI_QMTB;RS_S4H_PUB_002;S4H_TB_QMTB;S4H_VW_QMTB_R;
ZS4_VCI_QMTT;RS_S4H_PUB_002;S4H_TB_QMTT;S4H_VW_QMTT_R;
ZS4_VCI_QMUR;RS_S4H_PUB_002;S4H_TB_QMUR;S4H_VW_QMUR_R;
ZS4_VCI_QPCD;RS_S4H_PUB_002;S4H_TB_QPCD;S4H_VW_QPCD_R;
ZS4_VCI_QPCT;RS_S4H_PUB_002;S4H_TB_QPCT;S4H_VW_QPCT_R;
ZS4_VCI_QPGR;RS_S4H_PUB_002;S4H_TB_QPGR;S4H_VW_QPGR_R;
ZS4_VCI_QPGT;RS_S4H_PUB_002;S4H_TB_QPGT;S4H_VW_QPGT_R;
ZS4_VCI_QPMK;RS_S4H_PUB_002;S4H_TB_QPMK;S4H_VW_QPMK_R;
ZS4_VCI_QPMT;RS_S4H_PUB_002;S4H_TB_QPMT;S4H_VW_QPMT_R;
ZS4_VCI_RBCO;RS_S4H_PUB_002;S4H_TB_RBCO;S4H_VW_RBCO_R;
ZS4_VCI_RBKP;RS_S4H_PUB_002;S4H_TB_RBKP;S4H_VW_RBKP_R;
ZS4_VCI_RBSELBEST;RS_S4H_PUB_002;S4H_TB_RBSELBEST;S4H_VW_RBSELBEST_R;
ZS4_VCI_RBSELERFB;RS_S4H_PUB_002;S4H_TB_RBSELERFB;S4H_VW_RBSELERFB_R;
ZS4_VCI_RBWT;RS_S4H_PUB_002;S4H_TB_RBWT;S4H_VW_RBWT_R;
ZS4_VCI_REGUH;RS_S4H_PUB_002;S4H_TB_REGUH;S4H_VW_REGUH_R;
ZS4_VCI_REGUP;RS_S4H_PUB_002;S4H_TB_REGUP;S4H_VW_REGUP_R;
ZS4_VCI_REGUT;RS_S4H_PUB_002;S4H_TB_REGUT;S4H_VW_REGUT_R;
ZS4_VCI_REGUV;RS_S4H_PUB_002;S4H_TB_REGUV;S4H_VW_REGUV_R;
ZS4_VCI_RESB;RS_S4H_PUB_002;S4H_TB_RESB;S4H_VW_RESB_R;
ZS4_VCI_RKPF;RS_S4H_PUB_002;S4H_TB_RKPF;S4H_VW_RKPF_R;
ZS4_VCI_RPSCO;RS_S4H_PUB_002;S4H_TB_RPSCO;S4H_VW_RPSCO_R;
ZS4_VCI_RPSQT;RS_S4H_PUB_002;S4H_TB_RPSQT;S4H_VW_RPSQT_R;
ZS4_VCI_RSADD;RS_S4H_PUB_002;S4H_TB_RSADD;S4H_VW_RSADD_R;
ZS4_VCI_RSDB;RS_S4H_PUB_002;S4H_TB_RSDB;S4H_VW_RSDB_R;
ZS4_VCI_RSDBS;RS_S4H_PUB_002;S4H_TB_RSDBS;S4H_VW_RSDBS_R;
ZS4_VCI_RSEG;RS_S4H_PUB_002;S4H_TB_RSEG;S4H_VW_RSEG_R;
ZS4_VCI_S031;RS_S4H_PUB_002;S4H_TB_S031;S4H_VW_S031_R;
ZS4_VCI_S033;RS_S4H_PUB_002;S4H_TB_S033;S4H_VW_S033_R;
ZS4_VCI_S503;RS_S4H_PUB_002;S4H_TB_S503;S4H_VW_S503_R;
ZS4_VCI_S504;RS_S4H_PUB_002;S4H_TB_S504;S4H_VW_S504_R;
ZS4_VCI_S540;RS_S4H_PUB_002;S4H_TB_S540;S4H_VW_S540_R;
ZS4_VCI_SCPRIOT;RS_S4H_PUB_002;S4H_TB_SCPRIOT;S4H_VW_SCPRIOT_R;
ZS4_VCI_SER02;RS_S4H_PUB_002;S4H_TB_SER02;S4H_VW_SER02_R;
ZS4_VCI_SETHEADER;RS_S4H_PUB_002;S4H_TB_SETHEADER;S4H_VW_SETHEADER_R;
ZS4_VCI_SETHEADERT;RS_S4H_PUB_002;S4H_TB_SETHEADERT;S4H_VW_SETHEADERT_R;
ZS4_VCI_SETLEAF;RS_S4H_PUB_002;S4H_TB_SETLEAF;S4H_VW_SETLEAF_R;
ZS4_VCI_SETNODE;RS_S4H_PUB_002;S4H_TB_SETNODE;S4H_VW_SETNODE_R;
ZS4_VCI_SKA1;RS_S4H_PUB_002;S4H_TB_SKA1;S4H_VW_SKA1_R;
ZS4_VCI_SKAS;RS_S4H_PUB_002;S4H_TB_SKAS;S4H_VW_SKAS_R;
ZS4_VCI_SKAT;RS_S4H_PUB_002;S4H_TB_SKAT;S4H_VW_SKAT_R;
ZS4_VCI_SKB1;RS_S4H_PUB_002;S4H_TB_SKB1;S4H_VW_SKB1_R;
ZS4_VCI_SKPF;RS_S4H_PUB_002;S4H_TB_SKPF;S4H_VW_SKPF_R;
ZS4_VCI_SNAP;RS_S4H_PUB_002;S4H_TB_SNAP;S4H_VW_SNAP_R;
ZS4_VCI_SOC3;RS_S4H_PUB_002;S4H_TB_SOC3;S4H_VW_SOC3_R;
ZS4_VCI_SOES;RS_S4H_PUB_002;S4H_TB_SOES;S4H_VW_SOES_R;
ZS4_VCI_SOOD;RS_S4H_PUB_002;S4H_TB_SOOD;S4H_VW_SOOD_R;
ZS4_VCI_SOOS;RS_S4H_PUB_002;S4H_TB_SOOS;S4H_VW_SOOS_R;
ZS4_VCI_SOTR_HEAD;RS_S4H_PUB_002;S4H_TB_SOTR_HEAD;S4H_VW_SOTR_HEAD_R;
ZS4_VCI_SOTR_TEXT;RS_S4H_PUB_002;S4H_TB_SOTR_TEXT;S4H_VW_SOTR_TEXT_R;
ZS4_VCI_SRGBTBREL;RS_S4H_PUB_002;S4H_TB_SRGBTBREL;S4H_VW_SRGBTBREL_R;
ZS4_VCI_STAS;RS_S4H_PUB_002;S4H_TB_STAS;S4H_VW_STAS_R;
ZS4_VCI_STKO;RS_S4H_PUB_002;S4H_TB_STKO;S4H_VW_STKO_R;
ZS4_VCI_STPO;RS_S4H_PUB_002;S4H_TB_STPO;S4H_VW_STPO_R;
ZS4_VCI_STST;RS_S4H_PUB_002;S4H_TB_STST;S4H_VW_STST_R;
ZS4_VCI_STXH;RS_S4H_PUB_002;S4H_TB_STXH;S4H_VW_STXH_R;
ZS4_VCI_STXL;RS_S4H_PUB_002;S4H_TB_STXL;S4H_VW_STXL_R;
VC_INTEGRATION_SWOR;RS_S4H_PUB_002;S4H_TB_SWOR;S4H_VW_SWOR_R;
ZS4_VCI_SWW_WI2OBJ;RS_S4H_PUB_002;S4H_TB_SWW_WI2OBJ;S4H_VW_SWW_WI2OBJ_R;
ZS4_VCI_SWWLOGHIST;RS_S4H_PUB_002;S4H_TB_SWWLOGHIST;S4H_VW_SWWLOGHIST_R;
ZS4_VCI_SWWUSERWI;RS_S4H_PUB_002;S4H_TB_SWWUSERWI;S4H_VW_SWWUSERWI_R;
ZS4_VCI_SWWWIHEAD;RS_S4H_PUB_002;S4H_TB_SWWWIHEAD;S4H_VW_SWWWIHEAD_R;
ZS4_VCI_SWWWIRET;RS_S4H_PUB_002;S4H_TB_SWWWIRET;S4H_VW_SWWWIRET_R;
VC_INTEGRATION_T001;RS_S4H_PUB_002;S4H_TB_T001;S4H_VW_T001_R;
ZS4_VCI_T001A;RS_S4H_PUB_002;S4H_TB_T001A;S4H_VW_T001A_R;
ZS4_VCI_T001K;RS_S4H_PUB_002;S4H_TB_T001K;S4H_VW_T001K_R;
ZS4_VCI_T001L;RS_S4H_PUB_002;S4H_TB_T001L;S4H_VW_T001L_R;
ZS4_VCI_T001W;RS_S4H_PUB_002;S4H_TB_T001W;S4H_VW_T001W_R;
VC_INTEGRATION_T002;RS_S4H_PUB_002;S4H_TB_T002;S4H_VW_T002_R;
ZS4_VCI_T002T;RS_S4H_PUB_002;S4H_TB_T002T;S4H_VW_T002T_R;
ZS4_VCI_T003;RS_S4H_PUB_002;S4H_TB_T003;S4H_VW_T003_R;
ZS4_VCI_T003B;RS_S4H_PUB_002;S4H_TB_T003B;S4H_VW_T003B_R;
ZS4_VCI_T003O;RS_S4H_PUB_002;S4H_TB_T003O;S4H_VW_T003O_R;
ZS4_VCI_T003P;RS_S4H_PUB_002;S4H_TB_T003P;S4H_VW_T003P_R;
ZS4_VCI_T003T;RS_S4H_PUB_002;S4H_TB_T003T;S4H_VW_T003T_R;
ZS4_VCI_T005;RS_S4H_PUB_002;S4H_TB_T005;S4H_VW_T005_R;
ZS4_VCI_T005P;RS_S4H_PUB_002;S4H_TB_T005P;S4H_VW_T005P_R;
ZS4_VCI_T005S;RS_S4H_PUB_002;S4H_TB_T005S;S4H_VW_T005S_R;
ZS4_VCI_T005T;RS_S4H_PUB_002;S4H_TB_T005T;S4H_VW_T005T_R;
ZS4_VCI_T005U;RS_S4H_PUB_002;S4H_TB_T005U;S4H_VW_T005U_R;
VC_INTEGRATION_T006;RS_S4H_PUB_002;S4H_TB_T006;S4H_VW_T006_R;
VC_INTEGRATION_T006A;RS_S4H_PUB_002;S4H_TB_T006A;S4H_VW_T006A_R;
VC_INTEGRATION_T006D;RS_S4H_PUB_002;S4H_TB_T006D;S4H_VW_T006D_R;
ZS4_VCI_T007A;RS_S4H_PUB_002;S4H_TB_T007A;S4H_VW_T007A_R;
ZS4_VCI_T007F;RS_S4H_PUB_002;S4H_TB_T007F;S4H_VW_T007F_R;
ZS4_VCI_T009B;RS_S4H_PUB_002;S4H_TB_T009B;S4H_VW_T009B_R;
ZS4_VCI_T012;RS_S4H_PUB_002;S4H_TB_T012;S4H_VW_T012_R;
ZS4_VCI_T012K;RS_S4H_PUB_002;S4H_TB_T012K;S4H_VW_T012K_R;
ZS4_VCI_T014;RS_S4H_PUB_002;S4H_TB_T014;S4H_VW_T014_R;
ZS4_VCI_T014T;RS_S4H_PUB_002;S4H_TB_T014T;S4H_VW_T014T_R;
ZS4_VCI_T015W1;RS_S4H_PUB_002;S4H_TB_T015W1;S4H_VW_T015W1_R;
ZS4_VCI_T015W1T;RS_S4H_PUB_002;S4H_TB_T015W1T;S4H_VW_T015W1T_R;
ZS4_VCI_T016;RS_S4H_PUB_002;S4H_TB_T016;S4H_VW_T016_R;
ZS4_VCI_T016T;RS_S4H_PUB_002;S4H_TB_T016T;S4H_VW_T016T_R;
ZS4_VCI_T021;RS_S4H_PUB_002;S4H_TB_T021;S4H_VW_T021_R;
ZS4_VCI_T023;RS_S4H_PUB_002;S4H_TB_T023;S4H_VW_T023_R;
VC_INTEGRATION_T023T;RS_S4H_PUB_002;S4H_TB_T023T;S4H_VW_T023T_R;
ZS4_VCI_T024;RS_S4H_PUB_002;S4H_TB_T024;S4H_VW_T024_R;
ZS4_VCI_T024A;RS_S4H_PUB_002;S4H_TB_T024A;S4H_VW_T024A_R;
ZS4_VCI_T024E;RS_S4H_PUB_002;S4H_TB_T024E;S4H_VW_T024E_R;
ZS4_VCI_T024I;RS_S4H_PUB_002;S4H_TB_T024I;S4H_VW_T024I_R;
