CDS;RF;TABELA_LOCAL;VIEW;STATUS
ZS4_VCI_ZCCTMM_KITSTKTRN;RS_S4H_PUB_003;S4H_TB_ZCCTMM_KITSTKTRN;S4H_VW_ZCCTMM_KITSTKTRN_R;
ZS4_VCI_ZCCTMM_WMINV;RS_S4H_PUB_003;S4H_TB_ZCCTMM_WMINV;S4H_VW_ZCCTMM_WMINV_R;
ZS4_VCI_ZCMTBC_UPLOAD01;RS_S4H_PUB_003;S4H_TB_ZCMTBC_UPLOAD01;S4H_VW_ZCMTBC_UPLOAD01_R;
ZS4_VCI_ZCMTBC_UPLOAD04;RS_S4H_PUB_003;S4H_TB_ZCMTBC_UPLOAD04;S4H_VW_ZCMTBC_UPLOAD04_R;
ZS4_VCI_ZCMTBC273_WF_STM;RS_S4H_PUB_003;S4H_TB_ZCMTBC273_WF_STM;S4H_VW_ZCMTBC273_WF_STM_R;
ZS4_VCI_ZCMTBW_GRC_GRP_I;RS_S4H_PUB_003;S4H_TB_ZCMTBW_GRC_GRP_I;S4H_VW_ZCMTBW_GRC_GRP_I_R;
ZS4_VCI_ZCMTBW_PUR_GRP_H;RS_S4H_PUB_003;S4H_TB_ZCMTBW_PUR_GRP_H;S4H_VW_ZCMTBW_PUR_GRP_H_R;
ZS4_VCI_ZCMTBW_PUR_GRP_I;RS_S4H_PUB_003;S4H_TB_ZCMTBW_PUR_GRP_I;S4H_VW_ZCMTBW_PUR_GRP_I_R;
ZS4_VCI_ZCMTBW_ZMPR_PRIC;RS_S4H_PUB_003;S4H_TB_ZCMTBW_ZMPR_PRIC;S4H_VW_ZCMTBW_ZMPR_PRIC_R;
ZS4_VCI_ZCMTGRC_CTE;RS_S4H_PUB_003;S4H_TB_ZCMTGRC_CTE;S4H_VW_ZCMTGRC_CTE_R;
ZS4_VCI_ZCMTGRC_CTNFEHD2;RS_S4H_PUB_003;S4H_TB_ZCMTGRC_CTNFEHD2;S4H_VW_ZCMTGRC_CTNFEHD2_R;
ZS4_VCI_ZCMTGRC_NFIT;RS_S4H_PUB_003;S4H_TB_ZCMTGRC_NFIT;S4H_VW_ZCMTGRC_NFIT_R;
ZS4_VCI_ZCMTMM_PDOCS_HIS;RS_S4H_PUB_003;S4H_TB_ZCMTMM_PDOCS_HIS;S4H_VW_ZCMTMM_PDOCS_HIS_R;
ZS4_VCI_ZCMTMM_PDOCS_LOG;RS_S4H_PUB_003;S4H_TB_ZCMTMM_PDOCS_LOG;S4H_VW_ZCMTMM_PDOCS_LOG_R;
ZS4_VCI_ZCMTMM_PDOCS_SES;RS_S4H_PUB_003;S4H_TB_ZCMTMM_PDOCS_SES;S4H_VW_ZCMTMM_PDOCS_SES_R;
ZS4_VCI_ZCMTMM_SUPLOG;RS_S4H_PUB_003;S4H_TB_ZCMTMM_SUPLOG;S4H_VW_ZCMTMM_SUPLOG_R;
ZS4_VCI_ZCMTPS_CORREDORT;RS_S4H_PUB_003;S4H_TB_ZCMTPS_CORREDORT;S4H_VW_ZCMTPS_CORREDORT_R;
ZS4_VCI_ZCMTPS_DP_CORREQ;RS_S4H_PUB_003;S4H_TB_ZCMTPS_DP_CORREQ;S4H_VW_ZCMTPS_DP_CORREQ_R;
ZS4_VCI_ZCMTPS_DP_PRDSIS;RS_S4H_PUB_003;S4H_TB_ZCMTPS_DP_PRDSIS;S4H_VW_ZCMTPS_DP_PRDSIS_R;
ZS4_VCI_ZCMTPS_RATEIO;RS_S4H_PUB_003;S4H_TB_ZCMTPS_RATEIO;S4H_VW_ZCMTPS_RATEIO_R;
ZS4_VCI_ZCMTPS_SISTEMAT;RS_S4H_PUB_003;S4H_TB_ZCMTPS_SISTEMAT;S4H_VW_ZCMTPS_SISTEMAT_R;
ZS4_VCI_ZCMTQM_CN001;RS_S4H_PUB_003;S4H_TB_ZCMTQM_CN001;S4H_VW_ZCMTQM_CN001_R;
ZS4_VCI_ZCMTQM_CN002;RS_S4H_PUB_003;S4H_TB_ZCMTQM_CN002;S4H_VW_ZCMTQM_CN002_R;
ZS4_VCI_ZCMTSD_BILL_LOG;RS_S4H_PUB_003;S4H_TB_ZCMTSD_BILL_LOG;S4H_VW_ZCMTSD_BILL_LOG_R;
ZS4_VCI_ZCMTSD_CONTROLNF;RS_S4H_PUB_003;S4H_TB_ZCMTSD_CONTROLNF;S4H_VW_ZCMTSD_CONTROLNF_R;
ZS4_VCI_ZCMTSD_DO_STATUS;RS_S4H_PUB_003;S4H_TB_ZCMTSD_DO_STATUS;S4H_VW_ZCMTSD_DO_STATUS_R;
ZS4_VCI_ZCMTSD_DUE_QTD;RS_S4H_PUB_003;S4H_TB_ZCMTSD_DUE_QTD;S4H_VW_ZCMTSD_DUE_QTD_R;
ZS4_VCI_ZCMTSD_INTERF_HD;RS_S4H_PUB_003;S4H_TB_ZCMTSD_INTERF_HD;S4H_VW_ZCMTSD_INTERF_HD_R;
ZS4_VCI_ZCMTSD_INTERF_IT;RS_S4H_PUB_003;S4H_TB_ZCMTSD_INTERF_IT;S4H_VW_ZCMTSD_INTERF_IT_R;
ZS4_VCI_ZCMTSD_INVLIST;RS_S4H_PUB_003;S4H_TB_ZCMTSD_INVLIST;S4H_VW_ZCMTSD_INVLIST_R;
ZS4_VCI_ZCMTSD_JKT_LOG;RS_S4H_PUB_003;S4H_TB_ZCMTSD_JKT_LOG;S4H_VW_ZCMTSD_JKT_LOG_R;
ZS4_VCI_ZCMTSD_JKT_SHIP;RS_S4H_PUB_003;S4H_TB_ZCMTSD_JKT_SHIP;S4H_VW_ZCMTSD_JKT_SHIP_R;
ZS4_VCI_ZCMTSD_NFAJT_HD;RS_S4H_PUB_003;S4H_TB_ZCMTSD_NFAJT_HD;S4H_VW_ZCMTSD_NFAJT_HD_R;
ZS4_VCI_ZCMTSD_NFAJT_MON;RS_S4H_PUB_003;S4H_TB_ZCMTSD_NFAJT_MON;S4H_VW_ZCMTSD_NFAJT_MON_R;
ZS4_VCI_ZCMTSD_OV_INPUT;RS_S4H_PUB_003;S4H_TB_ZCMTSD_OV_INPUT;S4H_VW_ZCMTSD_OV_INPUT_R;
ZS4_VCI_ZCMTSD_RET_STAT;RS_S4H_PUB_003;S4H_TB_ZCMTSD_RET_STAT;S4H_VW_ZCMTSD_RET_STAT_R;
ZS4_VCI_ZCMTSD_STO_LOG;RS_S4H_PUB_003;S4H_TB_ZCMTSD_STO_LOG;S4H_VW_ZCMTSD_STO_LOG_R;
ZS4_VCI_ZCMTSD_TRANS_DOC;RS_S4H_PUB_003;S4H_TB_ZCMTSD_TRANS_DOC;S4H_VW_ZCMTSD_TRANS_DOC_R;
ZS4_VCI_ZCMTSD_TRANS_LOG;RS_S4H_PUB_003;S4H_TB_ZCMTSD_TRANS_LOG;S4H_VW_ZCMTSD_TRANS_LOG_R;
ZS4_VCI_ZCMTSD_WFAPPLOG;RS_S4H_PUB_003;S4H_TB_ZCMTSD_WFAPPLOG;S4H_VW_ZCMTSD_WFAPPLOG_R;
ZS4_VCI_ZCTTMM_PARTNER;RS_S4H_PUB_003;S4H_TB_ZCTTMM_PARTNER;S4H_VW_ZCTTMM_PARTNER_R;
ZS4_VCI_ZCXTFI_CONGER_VU;RS_S4H_PUB_003;S4H_TB_ZCXTFI_CONGER_VU;S4H_VW_ZCXTFI_CONGER_VU_R;
ZS4_VCI_ZCXTFI_ESPECIE;RS_S4H_PUB_003;S4H_TB_ZCXTFI_ESPECIE;S4H_VW_ZCXTFI_ESPECIE_R;
ZS4_VCI_ZCXTFI_EX_VUT_PL;RS_S4H_PUB_003;S4H_TB_ZCXTFI_EX_VUT_PL;S4H_VW_ZCXTFI_EX_VUT_PL_R;
ZS4_VCI_ZCXTFI_JUST_PLOG;RS_S4H_PUB_003;S4H_TB_ZCXTFI_JUST_PLOG;S4H_VW_ZCXTFI_JUST_PLOG_R;
ZS4_VCI_ZCXTFI_JUSTF_PEP;RS_S4H_PUB_003;S4H_TB_ZCXTFI_JUSTF_PEP;S4H_VW_ZCXTFI_JUSTF_PEP_R;
ZS4_VCI_ZCXTFI_MATX_CONT;RS_S4H_PUB_003;S4H_TB_ZCXTFI_MATX_CONT;S4H_VW_ZCXTFI_MATX_CONT_R;
ZS4_VCI_ZCXTFI_NCM_M_ESP;RS_S4H_PUB_003;S4H_TB_ZCXTFI_NCM_M_ESP;S4H_VW_ZCXTFI_NCM_M_ESP_R;
ZS4_VCI_ZCXTFI_PEP_CAPTZ;RS_S4H_PUB_003;S4H_TB_ZCXTFI_PEP_CAPTZ;S4H_VW_ZCXTFI_PEP_CAPTZ_R;
ZS4_VCI_ZCXTFI_PEP_ITEM;RS_S4H_PUB_003;S4H_TB_ZCXTFI_PEP_ITEM;S4H_VW_ZCXTFI_PEP_ITEM_R;
ZS4_VCI_ZCXTFI_PRE_ASSET;RS_S4H_PUB_003;S4H_TB_ZCXTFI_PRE_ASSET;S4H_VW_ZCXTFI_PRE_ASSET_R;
ZS4_VCI_ZCXTFI_RECOMEND;RS_S4H_PUB_003;S4H_TB_ZCXTFI_RECOMEND;S4H_VW_ZCXTFI_RECOMEND_R;
ZS4_VCI_ZCXTFI_VISIBILID;RS_S4H_PUB_003;S4H_TB_ZCXTFI_VISIBILID;S4H_VW_ZCXTFI_VISIBILID_R;
ZS4_VCI_ZEHHSS_D_ACOES_I;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_ACOES_I;S4H_VW_ZEHHSS_D_ACOES_I_R;
ZS4_VCI_ZEHHSS_D_ATTACH;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_ATTACH;S4H_VW_ZEHHSS_D_ATTACH_R;
ZS4_VCI_ZEHHSS_D_CRTCLAC;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_CRTCLAC;S4H_VW_ZEHHSS_D_CRTCLAC_R;
ZS4_VCI_ZEHHSS_D_ENVCOND;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_ENVCOND;S4H_VW_ZEHHSS_D_ENVCOND_R;
ZS4_VCI_ZEHHSS_D_INC_SYS;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_INC_SYS;S4H_VW_ZEHHSS_D_INC_SYS_R;
ZS4_VCI_ZEHHSS_D_SEQ_FAT;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_SEQ_FAT;S4H_VW_ZEHHSS_D_SEQ_FAT_R;
ZS4_VCI_ZEHHSS_D_SUB_CAT;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_SUB_CAT;S4H_VW_ZEHHSS_D_SUB_CAT_R;
ZS4_VCI_ZEHHSS_D_WFNOTAP;RS_S4H_PUB_003;S4H_TB_ZEHHSS_D_WFNOTAP;S4H_VW_ZEHHSS_D_WFNOTAP_R;
ZS4_VCI_ZEHSEH_D_ABR_NC;RS_S4H_PUB_003;S4H_TB_ZEHSEH_D_ABR_NC;S4H_VW_ZEHSEH_D_ABR_NC_R;
ZS4_VCI_ZEHSEH_D_EVENT;RS_S4H_PUB_003;S4H_TB_ZEHSEH_D_EVENT;S4H_VW_ZEHSEH_D_EVENT_R;
ZS4_VCI_ZEHSEH_D_IMMEDT;RS_S4H_PUB_003;S4H_TB_ZEHSEH_D_IMMEDT;S4H_VW_ZEHSEH_D_IMMEDT_R;
ZS4_VCI_ZEHSEH_D_RAC_REQ;RS_S4H_PUB_003;S4H_TB_ZEHSEH_D_RAC_REQ;S4H_VW_ZEHSEH_D_RAC_REQ_R;
ZS4_VCI_ZEHSEH_D_RISKCON;RS_S4H_PUB_003;S4H_TB_ZEHSEH_D_RISKCON;S4H_VW_ZEHSEH_D_RISKCON_R;
ZS4_VCI_ZEHSEH_D_RISKSIT;RS_S4H_PUB_003;S4H_TB_ZEHSEH_D_RISKSIT;S4H_VW_ZEHSEH_D_RISKSIT_R;
ZS4_VCI_ZEHSEH_D_THEMENC;RS_S4H_PUB_003;S4H_TB_ZEHSEH_D_THEMENC;S4H_VW_ZEHSEH_D_THEMENC_R;
ZS4_VCI_ZEHSEH_HIE_ORG;RS_S4H_PUB_003;S4H_TB_ZEHSEH_HIE_ORG;S4H_VW_ZEHSEH_HIE_ORG_R;
ZS4_VCI_ZEHSEH_S_CHECK;RS_S4H_PUB_003;S4H_TB_ZEHSEH_S_CHECK;S4H_VW_ZEHSEH_S_CHECK_R;
ZS4_VCI_ZEHSEH_S_CONFACR;RS_S4H_PUB_003;S4H_TB_ZEHSEH_S_CONFACR;S4H_VW_ZEHSEH_S_CONFACR_R;
ZS4_VCI_ZEHSEH_S_QUESTIO;RS_S4H_PUB_003;S4H_TB_ZEHSEH_S_QUESTIO;S4H_VW_ZEHSEH_S_QUESTIO_R;
ZS4_VCI_ZEHSS_CF_ACTIVE;RS_S4H_PUB_003;S4H_TB_ZEHSS_CF_ACTIVE;S4H_VW_ZEHSS_CF_ACTIVE_R;
ZS4_VCI_ZEHSSD_D_QUESTIO;RS_S4H_PUB_003;S4H_TB_ZEHSSD_D_QUESTIO;S4H_VW_ZEHSSD_D_QUESTIO_R;
ZS4_VCI_ZEHTEH_ACT_REF_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ACT_REF_T;S4H_VW_ZEHTEH_ACT_REF_T_R;
ZS4_VCI_ZEHTEH_ACTVTCL_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ACTVTCL_T;S4H_VW_ZEHTEH_ACTVTCL_T_R;
ZS4_VCI_ZEHTEH_ANX8;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ANX8;S4H_VW_ZEHTEH_ANX8_R;
ZS4_VCI_ZEHTEH_APPL_QS_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_APPL_QS_T;S4H_VW_ZEHTEH_APPL_QS_T_R;
ZS4_VCI_ZEHTEH_APPL_QSNS;RS_S4H_PUB_003;S4H_TB_ZEHTEH_APPL_QSNS;S4H_VW_ZEHTEH_APPL_QSNS_R;
ZS4_VCI_ZEHTEH_AVAL_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_AVAL_T;S4H_VW_ZEHTEH_AVAL_T_R;
ZS4_VCI_ZEHTEH_BUKRS;RS_S4H_PUB_003;S4H_TB_ZEHTEH_BUKRS;S4H_VW_ZEHTEH_BUKRS_R;
ZS4_VCI_ZEHTEH_BUSPART;RS_S4H_PUB_003;S4H_TB_ZEHTEH_BUSPART;S4H_VW_ZEHTEH_BUSPART_R;
ZS4_VCI_ZEHTEH_CRTCLAC_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_CRTCLAC_T;S4H_VW_ZEHTEH_CRTCLAC_T_R;
ZS4_VCI_ZEHTEH_D_NONCONF;RS_S4H_PUB_003;S4H_TB_ZEHTEH_D_NONCONF;S4H_VW_ZEHTEH_D_NONCONF_R;
ZS4_VCI_ZEHTEH_ENVCOND_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ENVCOND_T;S4H_VW_ZEHTEH_ENVCOND_T_R;
ZS4_VCI_ZEHTEH_FIP;RS_S4H_PUB_003;S4H_TB_ZEHTEH_FIP;S4H_VW_ZEHTEH_FIP_R;
ZS4_VCI_ZEHTEH_GRAV_NC_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_GRAV_NC_T;S4H_VW_ZEHTEH_GRAV_NC_T_R;
ZS4_VCI_ZEHTEH_HIE_LOC;RS_S4H_PUB_003;S4H_TB_ZEHTEH_HIE_LOC;S4H_VW_ZEHTEH_HIE_LOC_R;
ZS4_VCI_ZEHTEH_HIE_ORG;RS_S4H_PUB_003;S4H_TB_ZEHTEH_HIE_ORG;S4H_VW_ZEHTEH_HIE_ORG_R;
ZS4_VCI_ZEHTEH_HIERARC_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_HIERARC_T;S4H_VW_ZEHTEH_HIERARC_T_R;
ZS4_VCI_ZEHTEH_INABTYP_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_INABTYP_T;S4H_VW_ZEHTEH_INABTYP_T_R;
ZS4_VCI_ZEHTEH_INJDIST_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_INJDIST_T;S4H_VW_ZEHTEH_INJDIST_T_R;
ZS4_VCI_ZEHTEH_INJDISTYP;RS_S4H_PUB_003;S4H_TB_ZEHTEH_INJDISTYP;S4H_VW_ZEHTEH_INJDISTYP_R;
ZS4_VCI_ZEHTEH_INSPEC;RS_S4H_PUB_003;S4H_TB_ZEHTEH_INSPEC;S4H_VW_ZEHTEH_INSPEC_R;
ZS4_VCI_ZEHTEH_INSPFOR_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_INSPFOR_T;S4H_VW_ZEHTEH_INSPFOR_T_R;
ZS4_VCI_ZEHTEH_INSPFORMS;RS_S4H_PUB_003;S4H_TB_ZEHTEH_INSPFORMS;S4H_VW_ZEHTEH_INSPFORMS_R;
ZS4_VCI_ZEHTEH_INSPTYP_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_INSPTYP_T;S4H_VW_ZEHTEH_INSPTYP_T_R;
ZS4_VCI_ZEHTEH_ITENSRA_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ITENSRA_T;S4H_VW_ZEHTEH_ITENSRA_T_R;
ZS4_VCI_ZEHTEH_ITENSRAC;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ITENSRAC;S4H_VW_ZEHTEH_ITENSRAC_R;
ZS4_VCI_ZEHTEH_LESAO_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_LESAO_T;S4H_VW_ZEHTEH_LESAO_T_R;
ZS4_VCI_ZEHTEH_MGMSYSR_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_MGMSYSR_T;S4H_VW_ZEHTEH_MGMSYSR_T_R;
ZS4_VCI_ZEHTEH_NATEVE_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_NATEVE_T;S4H_VW_ZEHTEH_NATEVE_T_R;
ZS4_VCI_ZEHTEH_OCCURCL_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_OCCURCL_T;S4H_VW_ZEHTEH_OCCURCL_T_R;
ZS4_VCI_ZEHTEH_OPEROCC_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_OPEROCC_T;S4H_VW_ZEHTEH_OPEROCC_T_R;
ZS4_VCI_ZEHTEH_ORGDELTA;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ORGDELTA;S4H_VW_ZEHTEH_ORGDELTA_R;
ZS4_VCI_ZEHTEH_ORGIDPROF;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ORGIDPROF;S4H_VW_ZEHTEH_ORGIDPROF_R;
ZS4_VCI_ZEHTEH_ORIG_NC_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_ORIG_NC_T;S4H_VW_ZEHTEH_ORIG_NC_T_R;
ZS4_VCI_ZEHTEH_OU_LSTCHG;RS_S4H_PUB_003;S4H_TB_ZEHTEH_OU_LSTCHG;S4H_VW_ZEHTEH_OU_LSTCHG_R;
ZS4_VCI_ZEHTEH_PARAM;RS_S4H_PUB_003;S4H_TB_ZEHTEH_PARAM;S4H_VW_ZEHTEH_PARAM_R;
ZS4_VCI_ZEHTEH_PERGFIP_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_PERGFIP_T;S4H_VW_ZEHTEH_PERGFIP_T_R;
ZS4_VCI_ZEHTEH_PERGSRS_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_PERGSRS_T;S4H_VW_ZEHTEH_PERGSRS_T_R;
ZS4_VCI_ZEHTEH_PROCREL_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_PROCREL_T;S4H_VW_ZEHTEH_PROCREL_T_R;
ZS4_VCI_ZEHTEH_PRSLOSC_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_PRSLOSC_T;S4H_VW_ZEHTEH_PRSLOSC_T_R;
ZS4_VCI_ZEHTEH_QUESTION;RS_S4H_PUB_003;S4H_TB_ZEHTEH_QUESTION;S4H_VW_ZEHTEH_QUESTION_R;
ZS4_VCI_ZEHTEH_RAC;RS_S4H_PUB_003;S4H_TB_ZEHTEH_RAC;S4H_VW_ZEHTEH_RAC_R;
ZS4_VCI_ZEHTEH_RAC_H;RS_S4H_PUB_003;S4H_TB_ZEHTEH_RAC_H;S4H_VW_ZEHTEH_RAC_H_R;
ZS4_VCI_ZEHTEH_REQSIST_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_REQSIST_T;S4H_VW_ZEHTEH_REQSIST_T_R;
ZS4_VCI_ZEHTEH_RIS;RS_S4H_PUB_003;S4H_TB_ZEHTEH_RIS;S4H_VW_ZEHTEH_RIS_R;
ZS4_VCI_ZEHTEH_RIS_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_RIS_T;S4H_VW_ZEHTEH_RIS_T_R;
ZS4_VCI_ZEHTEH_SGSS;RS_S4H_PUB_003;S4H_TB_ZEHTEH_SGSS;S4H_VW_ZEHTEH_SGSS_R;
ZS4_VCI_ZEHTEH_SGSS_H;RS_S4H_PUB_003;S4H_TB_ZEHTEH_SGSS_H;S4H_VW_ZEHTEH_SGSS_H_R;
ZS4_VCI_ZEHTEH_SUBCAT_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_SUBCAT_T;S4H_VW_ZEHTEH_SUBCAT_T_R;
ZS4_VCI_ZEHTEH_SUBCLRA_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_SUBCLRA_T;S4H_VW_ZEHTEH_SUBCLRA_T_R;
ZS4_VCI_ZEHTEH_SUBCLRAC;RS_S4H_PUB_003;S4H_TB_ZEHTEH_SUBCLRAC;S4H_VW_ZEHTEH_SUBCLRAC_R;
ZS4_VCI_ZEHTEH_SUBREQ_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_SUBREQ_T;S4H_VW_ZEHTEH_SUBREQ_T_R;
ZS4_VCI_ZEHTEH_TIPO_NC_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_TIPO_NC_T;S4H_VW_ZEHTEH_TIPO_NC_T_R;
ZS4_VCI_ZEHTEH_TIPOSERV;RS_S4H_PUB_003;S4H_TB_ZEHTEH_TIPOSERV;S4H_VW_ZEHTEH_TIPOSERV_R;
ZS4_VCI_ZEHTEH_TIPSERV_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_TIPSERV_T;S4H_VW_ZEHTEH_TIPSERV_T_R;
ZS4_VCI_ZEHTEH_TPDIAL_T;RS_S4H_PUB_003;S4H_TB_ZEHTEH_TPDIAL_T;S4H_VW_ZEHTEH_TPDIAL_T_R;
ZS4_VCI_ZEHTEH_WFTP_LOG;RS_S4H_PUB_003;S4H_TB_ZEHTEH_WFTP_LOG;S4H_VW_ZEHTEH_WFTP_LOG_R;
ZS4_VCI_ZEHTEH_WI2OBJ;RS_S4H_PUB_003;S4H_TB_ZEHTEH_WI2OBJ;S4H_VW_ZEHTEH_WI2OBJ_R;
ZS4_VCI_ZEHTHR_PLAN_ACT;RS_S4H_PUB_003;S4H_TB_ZEHTHR_PLAN_ACT;S4H_VW_ZEHTHR_PLAN_ACT_R;
ZS4_VCI_ZEHTHR_PLAN_VERI;RS_S4H_PUB_003;S4H_TB_ZEHTHR_PLAN_VERI;S4H_VW_ZEHTHR_PLAN_VERI_R;
ZS4_VCI_ZEPTSD_OICQP;RS_S4H_PUB_003;S4H_TB_ZEPTSD_OICQP;S4H_VW_ZEPTSD_OICQP_R;
ZS4_VCI_ZEPTSD_QUOTLOG;RS_S4H_PUB_003;S4H_TB_ZEPTSD_QUOTLOG;S4H_VW_ZEPTSD_QUOTLOG_R;
ZS4_VCI_ZEPTSD_WFSOAPLOG;RS_S4H_PUB_003;S4H_TB_ZEPTSD_WFSOAPLOG;S4H_VW_ZEPTSD_WFSOAPLOG_R;
ZS4_VCI_ZEPTSDAPROV;RS_S4H_PUB_003;S4H_TB_ZEPTSDAPROV;S4H_VW_ZEPTSDAPROV_R;
ZS4_VCI_ZIRTGLREVACCR;RS_S4H_PUB_003;S4H_TB_ZIRTGLREVACCR;S4H_VW_ZIRTGLREVACCR_R;
ZS4_VCI_ZIRTSD_MATFAMOPR;RS_S4H_PUB_003;S4H_TB_ZIRTSD_MATFAMOPR;S4H_VW_ZIRTSD_MATFAMOPR_R;
ZS4_VCI_ZMKTMM_ZOOM_PLAN;RS_S4H_PUB_003;S4H_TB_ZMKTMM_ZOOM_PLAN;S4H_VW_ZMKTMM_ZOOM_PLAN_R;
ZS4_VCI_ZMKVMM_SARBOXC_T;RS_S4H_PUB_003;S4H_TB_ZMKVMM_SARBOXC_T;S4H_VW_ZMKVMM_SARBOXC_T_R;
ZS4_VCI_ZMLTMM_HFM_AJUST;RS_S4H_PUB_003;S4H_TB_ZMLTMM_HFM_AJUST;S4H_VW_ZMLTMM_HFM_AJUST_R;
ZS4_VCI_ZMLTMM_HFM_INTER;RS_S4H_PUB_003;S4H_TB_ZMLTMM_HFM_INTER;S4H_VW_ZMLTMM_HFM_INTER_R;
ZS4_VCI_ZMLTMM_HFM_NORMA;RS_S4H_PUB_003;S4H_TB_ZMLTMM_HFM_NORMA;S4H_VW_ZMLTMM_HFM_NORMA_R;
ZS4_VCI_ZMLTMM_PROC_HFM;RS_S4H_PUB_003;S4H_TB_ZMLTMM_PROC_HFM;S4H_VW_ZMLTMM_PROC_HFM_R;
ZS4_VCI_ZMNTMM_DEL_RESER;RS_S4H_PUB_003;S4H_TB_ZMNTMM_DEL_RESER;S4H_VW_ZMNTMM_DEL_RESER_R;
ZS4_VCI_ZMNTMM_MRP;RS_S4H_PUB_003;S4H_TB_ZMNTMM_MRP;S4H_VW_ZMNTMM_MRP_R;
ZS4_VCI_ZMNTMM_REJECTION;RS_S4H_PUB_003;S4H_TB_ZMNTMM_REJECTION;S4H_VW_ZMNTMM_REJECTION_R;
ZS4_VCI_ZNITPMFAILINDIC;RS_S4H_PUB_003;S4H_TB_ZNITPMFAILINDIC;S4H_VW_ZNITPMFAILINDIC_R;
ZS4_VCI_ZNITPPBAGINFO;RS_S4H_PUB_003;S4H_TB_ZNITPPBAGINFO;S4H_VW_ZNITPPBAGINFO_R;
ZS4_VCI_ZOVTBC_DUMP_DATA;RS_S4H_PUB_003;S4H_TB_ZOVTBC_DUMP_DATA;S4H_VW_ZOVTBC_DUMP_DATA_R;
ZS4_VCI_ZOVTEHS_010;RS_S4H_PUB_003;S4H_TB_ZOVTEHS_010;S4H_VW_ZOVTEHS_010_R;
ZS4_VCI_ZOVTEHS_011;RS_S4H_PUB_003;S4H_TB_ZOVTEHS_011;S4H_VW_ZOVTEHS_011_R;
ZS4_VCI_ZOVTEHS_012;RS_S4H_PUB_003;S4H_TB_ZOVTEHS_012;S4H_VW_ZOVTEHS_012_R;
ZS4_VCI_ZOVTFI_CAPEX_001;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_001;S4H_VW_ZOVTFI_CAPEX_001_R;
ZS4_VCI_ZOVTFI_CAPEX_002;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_002;S4H_VW_ZOVTFI_CAPEX_002_R;
ZS4_VCI_ZOVTFI_CAPEX_003;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_003;S4H_VW_ZOVTFI_CAPEX_003_R;
ZS4_VCI_ZOVTFI_CAPEX_004;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_004;S4H_VW_ZOVTFI_CAPEX_004_R;
ZS4_VCI_ZOVTFI_CAPEX_005;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_005;S4H_VW_ZOVTFI_CAPEX_005_R;
ZS4_VCI_ZOVTFI_CAPEX_010;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_010;S4H_VW_ZOVTFI_CAPEX_010_R;
