CDS;RF;TABELA_LOCAL;VIEW;STATUS
ZS4_VCI_ZOVTFI_CAPEX_011;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_011;S4H_VW_ZOVTFI_CAPEX_011_R;
ZS4_VCI_ZOVTFI_CAPEX_014;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_014;S4H_VW_ZOVTFI_CAPEX_014_R;
ZS4_VCI_ZOVTFI_CAPEX_018;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_018;S4H_VW_ZOVTFI_CAPEX_018_R;
ZS4_VCI_ZOVTFI_CAPEX_019;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CAPEX_019;S4H_VW_ZOVTFI_CAPEX_019_R;
ZS4_VCI_ZOVTFI_CFEM_AJSN;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_AJSN;S4H_VW_ZOVTFI_CFEM_AJSN_R;
ZS4_VCI_ZOVTFI_CFEM_AJUS;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_AJUS;S4H_VW_ZOVTFI_CFEM_AJUS_R;
ZS4_VCI_ZOVTFI_CFEM_BPLA;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_BPLA;S4H_VW_ZOVTFI_CFEM_BPLA_R;
ZS4_VCI_ZOVTFI_CFEM_CFOP;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_CFOP;S4H_VW_ZOVTFI_CFEM_CFOP_R;
ZS4_VCI_ZOVTFI_CFEM_CONT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_CONT;S4H_VW_ZOVTFI_CFEM_CONT_R;
ZS4_VCI_ZOVTFI_CFEM_DATE;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_DATE;S4H_VW_ZOVTFI_CFEM_DATE_R;
ZS4_VCI_ZOVTFI_CFEM_DIFE;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_DIFE;S4H_VW_ZOVTFI_CFEM_DIFE_R;
ZS4_VCI_ZOVTFI_CFEM_FIN;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_FIN;S4H_VW_ZOVTFI_CFEM_FIN_R;
ZS4_VCI_ZOVTFI_CFEM_FINN;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_FINN;S4H_VW_ZOVTFI_CFEM_FINN_R;
ZS4_VCI_ZOVTFI_CFEM_LOG;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_LOG;S4H_VW_ZOVTFI_CFEM_LOG_R;
ZS4_VCI_ZOVTFI_CFEM_MAT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_MAT;S4H_VW_ZOVTFI_CFEM_MAT_R;
ZS4_VCI_ZOVTFI_CFEM_MDAT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_MDAT;S4H_VW_ZOVTFI_CFEM_MDAT_R;
ZS4_VCI_ZOVTFI_CFEM_PERF;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_PERF;S4H_VW_ZOVTFI_CFEM_PERF_R;
ZS4_VCI_ZOVTFI_CFEM_ROM;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_ROM;S4H_VW_ZOVTFI_CFEM_ROM_R;
ZS4_VCI_ZOVTFI_CFEM_S1;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S1;S4H_VW_ZOVTFI_CFEM_S1_R;
ZS4_VCI_ZOVTFI_CFEM_S1N;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S1N;S4H_VW_ZOVTFI_CFEM_S1N_R;
ZS4_VCI_ZOVTFI_CFEM_S2;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S2;S4H_VW_ZOVTFI_CFEM_S2_R;
ZS4_VCI_ZOVTFI_CFEM_S2N;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S2N;S4H_VW_ZOVTFI_CFEM_S2N_R;
ZS4_VCI_ZOVTFI_CFEM_S3;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S3;S4H_VW_ZOVTFI_CFEM_S3_R;
ZS4_VCI_ZOVTFI_CFEM_S3N;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S3N;S4H_VW_ZOVTFI_CFEM_S3N_R;
ZS4_VCI_ZOVTFI_CFEM_S4;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S4;S4H_VW_ZOVTFI_CFEM_S4_R;
ZS4_VCI_ZOVTFI_CFEM_S4N;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S4N;S4H_VW_ZOVTFI_CFEM_S4N_R;
ZS4_VCI_ZOVTFI_CFEM_S5;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S5;S4H_VW_ZOVTFI_CFEM_S5_R;
ZS4_VCI_ZOVTFI_CFEM_S6;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S6;S4H_VW_ZOVTFI_CFEM_S6_R;
ZS4_VCI_ZOVTFI_CFEM_S7;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S7;S4H_VW_ZOVTFI_CFEM_S7_R;
ZS4_VCI_ZOVTFI_CFEM_S7N;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S7N;S4H_VW_ZOVTFI_CFEM_S7N_R;
ZS4_VCI_ZOVTFI_CFEM_S8;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S8;S4H_VW_ZOVTFI_CFEM_S8_R;
ZS4_VCI_ZOVTFI_CFEM_S9;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_S9;S4H_VW_ZOVTFI_CFEM_S9_R;
ZS4_VCI_ZOVTFI_CFEM_SPT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_SPT;S4H_VW_ZOVTFI_CFEM_SPT_R;
ZS4_VCI_ZOVTFI_CFEM_TAX;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_TAX;S4H_VW_ZOVTFI_CFEM_TAX_R;
ZS4_VCI_ZOVTFI_CFEM_VAR;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CFEM_VAR;S4H_VW_ZOVTFI_CFEM_VAR_R;
ZS4_VCI_ZOVTFI_CIAP;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CIAP;S4H_VW_ZOVTFI_CIAP_R;
ZS4_VCI_ZOVTFI_CIAP_H;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CIAP_H;S4H_VW_ZOVTFI_CIAP_H_R;
ZS4_VCI_ZOVTFI_CLASS_EFD;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CLASS_EFD;S4H_VW_ZOVTFI_CLASS_EFD_R;
ZS4_VCI_ZOVTFI_CTRL_DM;RS_S4H_PUB_003;S4H_TB_ZOVTFI_CTRL_DM;S4H_VW_ZOVTFI_CTRL_DM_R;
ZS4_VCI_ZOVTFI_DEB_CONTA;RS_S4H_PUB_003;S4H_TB_ZOVTFI_DEB_CONTA;S4H_VW_ZOVTFI_DEB_CONTA_R;
ZS4_VCI_ZOVTFI_DEB_MAT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_DEB_MAT;S4H_VW_ZOVTFI_DEB_MAT_R;
ZS4_VCI_ZOVTFI_DEB_MINAS;RS_S4H_PUB_003;S4H_TB_ZOVTFI_DEB_MINAS;S4H_VW_ZOVTFI_DEB_MINAS_R;
ZS4_VCI_ZOVTFI_DEB_MINAT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_DEB_MINAT;S4H_VW_ZOVTFI_DEB_MINAT_R;
ZS4_VCI_ZOVTFI_DEB_ORDEM;RS_S4H_PUB_003;S4H_TB_ZOVTFI_DEB_ORDEM;S4H_VW_ZOVTFI_DEB_ORDEM_R;
ZS4_VCI_ZOVTFI_DEB_RAT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_DEB_RAT;S4H_VW_ZOVTFI_DEB_RAT_R;
ZS4_VCI_ZOVTFI_EBTD_SAVE;RS_S4H_PUB_003;S4H_TB_ZOVTFI_EBTD_SAVE;S4H_VW_ZOVTFI_EBTD_SAVE_R;
ZS4_VCI_ZOVTFI_ECOMEX_NF;RS_S4H_PUB_003;S4H_TB_ZOVTFI_ECOMEX_NF;S4H_VW_ZOVTFI_ECOMEX_NF_R;
ZS4_VCI_ZOVTFI_ESTR_DFC;RS_S4H_PUB_003;S4H_TB_ZOVTFI_ESTR_DFC;S4H_VW_ZOVTFI_ESTR_DFC_R;
ZS4_VCI_ZOVTFI_F120_F130;RS_S4H_PUB_003;S4H_TB_ZOVTFI_F120_F130;S4H_VW_ZOVTFI_F120_F130_R;
ZS4_VCI_ZOVTFI_F120F130N;RS_S4H_PUB_003;S4H_TB_ZOVTFI_F120F130N;S4H_VW_ZOVTFI_F120F130N_R;
ZS4_VCI_ZOVTFI_INVES_XRT;RS_S4H_PUB_003;S4H_TB_ZOVTFI_INVES_XRT;S4H_VW_ZOVTFI_INVES_XRT_R;
ZS4_VCI_ZOVTFI_NCX_BKPF;RS_S4H_PUB_003;S4H_TB_ZOVTFI_NCX_BKPF;S4H_VW_ZOVTFI_NCX_BKPF_R;
ZS4_VCI_ZOVTFI_NCX_BSEG;RS_S4H_PUB_003;S4H_TB_ZOVTFI_NCX_BSEG;S4H_VW_ZOVTFI_NCX_BSEG_R;
ZS4_VCI_ZOVTFI_PARM_SCHE;RS_S4H_PUB_003;S4H_TB_ZOVTFI_PARM_SCHE;S4H_VW_ZOVTFI_PARM_SCHE_R;
ZS4_VCI_ZOVTFI_REG_CAMPO;RS_S4H_PUB_003;S4H_TB_ZOVTFI_REG_CAMPO;S4H_VW_ZOVTFI_REG_CAMPO_R;
ZS4_VCI_ZOVTFI_RMCUR_DET;RS_S4H_PUB_003;S4H_TB_ZOVTFI_RMCUR_DET;S4H_VW_ZOVTFI_RMCUR_DET_R;
ZS4_VCI_ZOVTFI_RMCUR_LOG;RS_S4H_PUB_003;S4H_TB_ZOVTFI_RMCUR_LOG;S4H_VW_ZOVTFI_RMCUR_LOG_R;
ZS4_VCI_ZOVTFI_RULE_BKPF;RS_S4H_PUB_003;S4H_TB_ZOVTFI_RULE_BKPF;S4H_VW_ZOVTFI_RULE_BKPF_R;
ZS4_VCI_ZOVTFI_RULE_BSEG;RS_S4H_PUB_003;S4H_TB_ZOVTFI_RULE_BSEG;S4H_VW_ZOVTFI_RULE_BSEG_R;
ZS4_VCI_ZOVTFI_SCHED;RS_S4H_PUB_003;S4H_TB_ZOVTFI_SCHED;S4H_VW_ZOVTFI_SCHED_R;
ZS4_VCI_ZOVTFI_SCHED_LOG;RS_S4H_PUB_003;S4H_TB_ZOVTFI_SCHED_LOG;S4H_VW_ZOVTFI_SCHED_LOG_R;
ZS4_VCI_ZOVTFI_SCHEDULE;RS_S4H_PUB_003;S4H_TB_ZOVTFI_SCHEDULE;S4H_VW_ZOVTFI_SCHEDULE_R;
ZS4_VCI_ZOVTFI_TBTCO;RS_S4H_PUB_003;S4H_TB_ZOVTFI_TBTCO;S4H_VW_ZOVTFI_TBTCO_R;
ZS4_VCI_ZOVTFI_TBTCP;RS_S4H_PUB_003;S4H_TB_ZOVTFI_TBTCP;S4H_VW_ZOVTFI_TBTCP_R;
ZS4_VCI_ZOVTFI_TFRM_SUDE;RS_S4H_PUB_003;S4H_TB_ZOVTFI_TFRM_SUDE;S4H_VW_ZOVTFI_TFRM_SUDE_R;
ZS4_VCI_ZOVTFI_TIPO_NCX;RS_S4H_PUB_003;S4H_TB_ZOVTFI_TIPO_NCX;S4H_VW_ZOVTFI_TIPO_NCX_R;
ZS4_VCI_ZOVTFI_VAR_EMP;RS_S4H_PUB_003;S4H_TB_ZOVTFI_VAR_EMP;S4H_VW_ZOVTFI_VAR_EMP_R;
ZS4_VCI_ZOVTFI_VARIANTE;RS_S4H_PUB_003;S4H_TB_ZOVTFI_VARIANTE;S4H_VW_ZOVTFI_VARIANTE_R;
ZS4_VCI_ZOVTFI_VL_BKPF;RS_S4H_PUB_003;S4H_TB_ZOVTFI_VL_BKPF;S4H_VW_ZOVTFI_VL_BKPF_R;
ZS4_VCI_ZOVTFI_VL_BSEG;RS_S4H_PUB_003;S4H_TB_ZOVTFI_VL_BSEG;S4H_VW_ZOVTFI_VL_BSEG_R;
ZS4_VCI_ZOVTFI_VLNC_BKPF;RS_S4H_PUB_003;S4H_TB_ZOVTFI_VLNC_BKPF;S4H_VW_ZOVTFI_VLNC_BKPF_R;
ZS4_VCI_ZOVTFI_VLNC_BSEG;RS_S4H_PUB_003;S4H_TB_ZOVTFI_VLNC_BSEG;S4H_VW_ZOVTFI_VLNC_BSEG_R;
ZS4_VCI_ZOVTFI_WFACCAREA;RS_S4H_PUB_003;S4H_TB_ZOVTFI_WFACCAREA;S4H_VW_ZOVTFI_WFACCAREA_R;
ZS4_VCI_ZOVTFI_WFCOMPAC2;RS_S4H_PUB_003;S4H_TB_ZOVTFI_WFCOMPAC2;S4H_VW_ZOVTFI_WFCOMPAC2_R;
ZS4_VCI_ZOVTFICAL;RS_S4H_PUB_003;S4H_TB_ZOVTFICAL;S4H_VW_ZOVTFICAL_R;
ZS4_VCI_ZOVTFICNSDICAT;RS_S4H_PUB_003;S4H_TB_ZOVTFICNSDICAT;S4H_VW_ZOVTFICNSDICAT_R;
ZS4_VCI_ZOVTFICNSDLOG;RS_S4H_PUB_003;S4H_TB_ZOVTFICNSDLOG;S4H_VW_ZOVTFICNSDLOG_R;
ZS4_VCI_ZOVTFICNSDLOG1;RS_S4H_PUB_003;S4H_TB_ZOVTFICNSDLOG1;S4H_VW_ZOVTFICNSDLOG1_R;
ZS4_VCI_ZOVTFICNSDLOG2;RS_S4H_PUB_003;S4H_TB_ZOVTFICNSDLOG2;S4H_VW_ZOVTFICNSDLOG2_R;
ZS4_VCI_ZOVTFICNSDRUNDT;RS_S4H_PUB_003;S4H_TB_ZOVTFICNSDRUNDT;S4H_VW_ZOVTFICNSDRUNDT_R;
ZS4_VCI_ZOVTFICNSDRUNDT1;RS_S4H_PUB_003;S4H_TB_ZOVTFICNSDRUNDT1;S4H_VW_ZOVTFICNSDRUNDT1_R;
ZS4_VCI_ZOVTFICNVATIFLOG;RS_S4H_PUB_003;S4H_TB_ZOVTFICNVATIFLOG;S4H_VW_ZOVTFICNVATIFLOG_R;
ZS4_VCI_ZOVTFIGOODS;RS_S4H_PUB_003;S4H_TB_ZOVTFIGOODS;S4H_VW_ZOVTFIGOODS_R;
ZS4_VCI_ZOVTFILPESTR;RS_S4H_PUB_003;S4H_TB_ZOVTFILPESTR;S4H_VW_ZOVTFILPESTR_R;
ZS4_VCI_ZOVTFISERV;RS_S4H_PUB_003;S4H_TB_ZOVTFISERV;S4H_VW_ZOVTFISERV_R;
ZS4_VCI_ZOVTFITAX;RS_S4H_PUB_003;S4H_TB_ZOVTFITAX;S4H_VW_ZOVTFITAX_R;
ZS4_VCI_ZOVTHR_CROSSIDW3;RS_S4H_PUB_003;S4H_TB_ZOVTHR_CROSSIDW3;S4H_VW_ZOVTHR_CROSSIDW3_R;
ZS4_VCI_ZOVTHR_MDMDATAW3;RS_S4H_PUB_003;S4H_TB_ZOVTHR_MDMDATAW3;S4H_VW_ZOVTHR_MDMDATAW3_R;
ZS4_VCI_ZOVTKDCUSTO;RS_S4H_PUB_003;S4H_TB_ZOVTKDCUSTO;S4H_VW_ZOVTKDCUSTO_R;
ZS4_VCI_ZOVTKDDOCMAT;RS_S4H_PUB_003;S4H_TB_ZOVTKDDOCMAT;S4H_VW_ZOVTKDDOCMAT_R;
ZS4_VCI_ZOVTKDENDERECO;RS_S4H_PUB_003;S4H_TB_ZOVTKDENDERECO;S4H_VW_ZOVTKDENDERECO_R;
ZS4_VCI_ZOVTKDINVHEADER;RS_S4H_PUB_003;S4H_TB_ZOVTKDINVHEADER;S4H_VW_ZOVTKDINVHEADER_R;
ZS4_VCI_ZOVTKDINVITEM;RS_S4H_PUB_003;S4H_TB_ZOVTKDINVITEM;S4H_VW_ZOVTKDINVITEM_R;
ZS4_VCI_ZOVTKDMATERIAL;RS_S4H_PUB_003;S4H_TB_ZOVTKDMATERIAL;S4H_VW_ZOVTKDMATERIAL_R;
ZS4_VCI_ZOVTKDMOVIMENT;RS_S4H_PUB_003;S4H_TB_ZOVTKDMOVIMENT;S4H_VW_ZOVTKDMOVIMENT_R;
ZS4_VCI_ZOVTKDOMHEADER;RS_S4H_PUB_003;S4H_TB_ZOVTKDOMHEADER;S4H_VW_ZOVTKDOMHEADER_R;
ZS4_VCI_ZOVTKDOMLOG;RS_S4H_PUB_003;S4H_TB_ZOVTKDOMLOG;S4H_VW_ZOVTKDOMLOG_R;
ZS4_VCI_ZOVTKDPEDIDO;RS_S4H_PUB_003;S4H_TB_ZOVTKDPEDIDO;S4H_VW_ZOVTKDPEDIDO_R;
ZS4_VCI_ZOVTKDRESERVA;RS_S4H_PUB_003;S4H_TB_ZOVTKDRESERVA;S4H_VW_ZOVTKDRESERVA_R;
ZS4_VCI_ZOVTKDSALDO;RS_S4H_PUB_003;S4H_TB_ZOVTKDSALDO;S4H_VW_ZOVTKDSALDO_R;
ZS4_VCI_ZOVTKDSOLHEADER;RS_S4H_PUB_003;S4H_TB_ZOVTKDSOLHEADER;S4H_VW_ZOVTKDSOLHEADER_R;
ZS4_VCI_ZOVTKDSOLHIST;RS_S4H_PUB_003;S4H_TB_ZOVTKDSOLHIST;S4H_VW_ZOVTKDSOLHIST_R;
ZS4_VCI_ZOVTKDSOLITEM;RS_S4H_PUB_003;S4H_TB_ZOVTKDSOLITEM;S4H_VW_ZOVTKDSOLITEM_R;
ZS4_VCI_ZOVTKDSOLITEMSEQ;RS_S4H_PUB_003;S4H_TB_ZOVTKDSOLITEMSEQ;S4H_VW_ZOVTKDSOLITEMSEQ_R;
ZS4_VCI_ZOVTKDSOLPICKTRS;RS_S4H_PUB_003;S4H_TB_ZOVTKDSOLPICKTRS;S4H_VW_ZOVTKDSOLPICKTRS_R;
ZS4_VCI_ZOVTMM_AIW1;RS_S4H_PUB_003;S4H_TB_ZOVTMM_AIW1;S4H_VW_ZOVTMM_AIW1_R;
ZS4_VCI_ZOVTMM_AIW2;RS_S4H_PUB_003;S4H_TB_ZOVTMM_AIW2;S4H_VW_ZOVTMM_AIW2_R;
ZS4_VCI_ZOVTMM_AIW3;RS_S4H_PUB_003;S4H_TB_ZOVTMM_AIW3;S4H_VW_ZOVTMM_AIW3_R;
ZS4_VCI_ZOVTMM_AIW4;RS_S4H_PUB_003;S4H_TB_ZOVTMM_AIW4;S4H_VW_ZOVTMM_AIW4_R;
